project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-DLBC	0e9fcccc-0630-408d-a121-2c6413824cb7	TCGA-FF-8062	a1dacfbb-042b-496e-94a4-046dc04e27b5	TCGA-FF-8062-01A	10ccc83c-8054-437c-87bf-43854219be29	TCGA-FF-8062-01A-11	ab3fbb35-a6b5-4dcf-837f-d7f5c063d79d	TCGA-FF-8062-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-FF-8041	738a6fd7-d8e1-4fc3-9f73-ad6c9b67da2a	TCGA-FF-8041-01A	a1bc8d0d-5d62-4746-a71e-b90b664f7138	TCGA-FF-8041-01A-11	05b37fa4-82dd-475b-9f17-792fb0814f50	TCGA-FF-8041-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-FF-8041	738a6fd7-d8e1-4fc3-9f73-ad6c9b67da2a	TCGA-FF-8041-01A	a1bc8d0d-5d62-4746-a71e-b90b664f7138	TCGA-FF-8041-01A-11	b1170fc3-2e96-48b7-b330-8c2869f2cfae	TCGA-FF-8041-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-FF-8041	738a6fd7-d8e1-4fc3-9f73-ad6c9b67da2a	TCGA-FF-8041-01A	a1bc8d0d-5d62-4746-a71e-b90b664f7138	TCGA-FF-8041-01A-11	f7b96c8b-1f16-405e-8780-46887b76230c	TCGA-FF-8041-01A-11R	'--	'--	'--	RNA	R	'--	0.14	'--	'--	'--	'--	UV Spec	released	'--
TCGA-DLBC	1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-FF-8041	d76966c6-72d5-4749-9013-bba90cda2415	TCGA-FF-8041-10A	82e96419-83b4-40fa-8116-403970646f5b	TCGA-FF-8041-10A-01	507f26bf-a36d-47c4-b9f2-205d8a87aa45	TCGA-FF-8041-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	1f971af1-6772-4fe6-8d35-bbe527a037fe	TCGA-FF-8041	d76966c6-72d5-4749-9013-bba90cda2415	TCGA-FF-8041-10A	82e96419-83b4-40fa-8116-403970646f5b	TCGA-FF-8041-10A-01	d0b40f96-695b-4abb-b6ea-e7f35522d454	TCGA-FF-8041-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	f978cb0f-d319-4c01-b4c5-23ae1403a106	TCGA-FF-8047	17861270-0df8-4ee2-baa8-f61801a4c87f	TCGA-FF-8047-10A	1f10a213-dff4-4da2-8e95-6e0554b88dd9	TCGA-FF-8047-10A-01	40d84e2b-1646-4e1b-a098-16e4a72d9c46	TCGA-FF-8047-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	f978cb0f-d319-4c01-b4c5-23ae1403a106	TCGA-FF-8047	17861270-0df8-4ee2-baa8-f61801a4c87f	TCGA-FF-8047-10A	1f10a213-dff4-4da2-8e95-6e0554b88dd9	TCGA-FF-8047-10A-01	8109a8ee-004c-4705-b4fc-33ee0db9ac26	TCGA-FF-8047-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	f978cb0f-d319-4c01-b4c5-23ae1403a106	TCGA-FF-8047	a592550c-97b4-4a82-a088-14a5ac6bf084	TCGA-FF-8047-01A	271b9445-a325-4e21-82dd-2621abf76127	TCGA-FF-8047-01A-11	29b7c012-417a-4e8b-97ee-87928b345a38	TCGA-FF-8047-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	f978cb0f-d319-4c01-b4c5-23ae1403a106	TCGA-FF-8047	a592550c-97b4-4a82-a088-14a5ac6bf084	TCGA-FF-8047-01A	271b9445-a325-4e21-82dd-2621abf76127	TCGA-FF-8047-01A-11	4657250b-106a-43a7-8c2c-75ef930a51ad	TCGA-FF-8047-01A-11D	'--	'--	'--	DNA	D	'--	0.17	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	f978cb0f-d319-4c01-b4c5-23ae1403a106	TCGA-FF-8047	a592550c-97b4-4a82-a088-14a5ac6bf084	TCGA-FF-8047-01A	271b9445-a325-4e21-82dd-2621abf76127	TCGA-FF-8047-01A-11	c3b435c9-245e-4b18-8f1b-b1aaf8253484	TCGA-FF-8047-01A-11R	'--	'--	'--	RNA	R	'--	0.13	'--	'--	'--	'--	UV Spec	released	'--
TCGA-DLBC	67325322-483f-443f-9ffa-2a20d108a2fb	TCGA-FF-8046	6c8a582b-70b0-4c94-98c8-e800a95ae112	TCGA-FF-8046-01A	44087c18-a230-4f83-a2d0-70719527793c	TCGA-FF-8046-01A-11	5adb6f1b-3b39-43d7-9b96-223750ad2b02	TCGA-FF-8046-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	67325322-483f-443f-9ffa-2a20d108a2fb	TCGA-FF-8046	6c8a582b-70b0-4c94-98c8-e800a95ae112	TCGA-FF-8046-01A	44087c18-a230-4f83-a2d0-70719527793c	TCGA-FF-8046-01A-11	f4dc725c-2da3-4575-b5db-780fe34cd6d5	TCGA-FF-8046-01A-11R	'--	'--	'--	RNA	R	'--	0.13	'--	'--	'--	'--	UV Spec	released	'--
TCGA-DLBC	67325322-483f-443f-9ffa-2a20d108a2fb	TCGA-FF-8046	6c8a582b-70b0-4c94-98c8-e800a95ae112	TCGA-FF-8046-01A	44087c18-a230-4f83-a2d0-70719527793c	TCGA-FF-8046-01A-11	f75e2dd5-a07c-4149-9f3f-b323c46785d9	TCGA-FF-8046-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	67325322-483f-443f-9ffa-2a20d108a2fb	TCGA-FF-8046	97997154-8089-4619-b290-9cee16160d45	TCGA-FF-8046-10A	0d4df36c-fd99-4f2a-b663-4ebec1346f4e	TCGA-FF-8046-10A-01	73141aa5-9c67-4359-944e-7ecdaa2b81df	TCGA-FF-8046-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-DLBC	67325322-483f-443f-9ffa-2a20d108a2fb	TCGA-FF-8046	97997154-8089-4619-b290-9cee16160d45	TCGA-FF-8046-10A	0d4df36c-fd99-4f2a-b663-4ebec1346f4e	TCGA-FF-8046-10A-01	b54218ba-a262-42f4-b894-6233f6f2adb8	TCGA-FF-8046-10A-01D	'--	'--	'--	DNA	D	'--	0.17	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	2bba3faa-8d55-4aec-863d-aae1cea6feab	TCGA-KN-8431-01A	e4be8d3c-9b14-4ea8-991e-898925a03fde	TCGA-KN-8431-01A-11	3d5753be-afb7-4964-99ea-0bc0dc39bd04	TCGA-KN-8431-01A-11R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	2bba3faa-8d55-4aec-863d-aae1cea6feab	TCGA-KN-8431-01A	e4be8d3c-9b14-4ea8-991e-898925a03fde	TCGA-KN-8431-01A-11	43975b9e-ea9a-4405-8ba1-e9da91bdfab1	TCGA-KN-8431-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	2bba3faa-8d55-4aec-863d-aae1cea6feab	TCGA-KN-8431-01A	e4be8d3c-9b14-4ea8-991e-898925a03fde	TCGA-KN-8431-01A-11	5d9eab43-a22e-41a2-9c20-1696b631a66a	TCGA-KN-8431-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	3de64fb3-0c57-44c5-ac95-ede3b706830b	TCGA-KN-8431-11A	a084c9d4-d495-4455-a7af-4c84d37b6bfb	TCGA-KN-8431-11A-01	3c7a41d7-cedc-4e89-9aa0-ae05e435c0fa	TCGA-KN-8431-11A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	3de64fb3-0c57-44c5-ac95-ede3b706830b	TCGA-KN-8431-11A	a084c9d4-d495-4455-a7af-4c84d37b6bfb	TCGA-KN-8431-11A-01	3eded2ba-52c7-4a50-9a1f-932c42e83224	TCGA-KN-8431-11A-01R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	04e9a63a-d742-488c-8564-bf9d79aa2091	TCGA-KN-8431	3de64fb3-0c57-44c5-ac95-ede3b706830b	TCGA-KN-8431-11A	a084c9d4-d495-4455-a7af-4c84d37b6bfb	TCGA-KN-8431-11A-01	9b33f773-8472-4af9-8871-8307b45e2785	TCGA-KN-8431-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a	TCGA-KL-8330	81431ed0-d762-4131-895b-852b2f78786d	TCGA-KL-8330-01A	4e3916fe-5897-42d8-945e-26786ebc63ce	TCGA-KL-8330-01A-11	53de947e-07c0-4dcf-adca-bb765c1b784c	TCGA-KL-8330-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a	TCGA-KL-8330	81431ed0-d762-4131-895b-852b2f78786d	TCGA-KL-8330-01A	4e3916fe-5897-42d8-945e-26786ebc63ce	TCGA-KL-8330-01A-11	dbfba6c6-93f7-4ef5-aea3-89d0d0a74e9b	TCGA-KL-8330-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a	TCGA-KL-8330	81431ed0-d762-4131-895b-852b2f78786d	TCGA-KL-8330-01A	4e3916fe-5897-42d8-945e-26786ebc63ce	TCGA-KL-8330-01A-11	e22d18e0-8991-4005-868b-2f23f6a38424	TCGA-KL-8330-01A-11R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a	TCGA-KL-8330	bb830545-a8ce-4edc-93d5-9c444ea1d952	TCGA-KL-8330-11A	f5319b9b-9645-4430-abca-544ac07ebd17	TCGA-KL-8330-11A-01	0e83d5fc-a2b6-4dab-aa85-ff8093cbc79f	TCGA-KL-8330-11A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a	TCGA-KL-8330	bb830545-a8ce-4edc-93d5-9c444ea1d952	TCGA-KL-8330-11A	f5319b9b-9645-4430-abca-544ac07ebd17	TCGA-KL-8330-11A-01	50e9b716-b436-4695-9cf8-f5adf308712b	TCGA-KL-8330-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	151f07f5-1529-4fcd-912c-e55b2ff8abef	TCGA-KO-8407	157539e2-7060-441f-860e-772558f89a2b	TCGA-KO-8407-11A	434cb8e3-433d-4daa-8ab0-ceacc8dbd088	TCGA-KO-8407-11A-01	5f99aec2-032e-4b7e-baab-aaf2a6b66bce	TCGA-KO-8407-11A-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	151f07f5-1529-4fcd-912c-e55b2ff8abef	TCGA-KO-8407	157539e2-7060-441f-860e-772558f89a2b	TCGA-KO-8407-11A	434cb8e3-433d-4daa-8ab0-ceacc8dbd088	TCGA-KO-8407-11A-01	d9ed039c-9c2b-438e-bd55-8e7f4d09af37	TCGA-KO-8407-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	151f07f5-1529-4fcd-912c-e55b2ff8abef	TCGA-KO-8407	24992be3-78d6-4193-acf3-f0a5ac959bb6	TCGA-KO-8407-01A	fb0d31b3-1ec0-4f9f-b445-b328e0be5615	TCGA-KO-8407-01A-11	04ad4d89-3f42-4dd6-9bf4-d598aa89a1d6	TCGA-KO-8407-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	151f07f5-1529-4fcd-912c-e55b2ff8abef	TCGA-KO-8407	24992be3-78d6-4193-acf3-f0a5ac959bb6	TCGA-KO-8407-01A	fb0d31b3-1ec0-4f9f-b445-b328e0be5615	TCGA-KO-8407-01A-11	944c5d8e-d2be-4b06-8f94-0bd82203bd5b	TCGA-KO-8407-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	151f07f5-1529-4fcd-912c-e55b2ff8abef	TCGA-KO-8407	24992be3-78d6-4193-acf3-f0a5ac959bb6	TCGA-KO-8407-01A	fb0d31b3-1ec0-4f9f-b445-b328e0be5615	TCGA-KO-8407-01A-11	9e302e85-a127-47d4-b7f5-cf3a82d8f0f4	TCGA-KO-8407-01A-11R	'--	'--	'--	RNA	R	'--	0.14	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	2fc175d1-9d95-44fd-a53e-820f6f404551	TCGA-KN-8421	d4694662-8330-4f19-a25d-9a12751c1b57	TCGA-KN-8421-01A	d341d1c9-e716-4e79-a6b8-93085771d4b6	TCGA-KN-8421-01A-11	543e0bcd-918b-492d-ab37-83a49a4cae68	TCGA-KN-8421-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	2fc175d1-9d95-44fd-a53e-820f6f404551	TCGA-KN-8421	d4694662-8330-4f19-a25d-9a12751c1b57	TCGA-KN-8421-01A	d341d1c9-e716-4e79-a6b8-93085771d4b6	TCGA-KN-8421-01A-11	9d1117a0-40b3-47ff-817b-a4ca20e90b0f	TCGA-KN-8421-01A-11R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	2fc175d1-9d95-44fd-a53e-820f6f404551	TCGA-KN-8421	d4694662-8330-4f19-a25d-9a12751c1b57	TCGA-KN-8421-01A	d341d1c9-e716-4e79-a6b8-93085771d4b6	TCGA-KN-8421-01A-11	df8543f6-399a-4c6f-87cf-6657b360405e	TCGA-KN-8421-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	2fc175d1-9d95-44fd-a53e-820f6f404551	TCGA-KN-8421	f408717f-9421-4a00-b177-ea74ca6eab18	TCGA-KN-8421-11A	1afd3bab-efa5-41d6-8373-1943d497b492	TCGA-KN-8421-11A-01	51a2bbbb-7e9b-4ddf-8dff-54e98babc2c2	TCGA-KN-8421-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	2fc175d1-9d95-44fd-a53e-820f6f404551	TCGA-KN-8421	f408717f-9421-4a00-b177-ea74ca6eab18	TCGA-KN-8421-11A	1afd3bab-efa5-41d6-8373-1943d497b492	TCGA-KN-8421-11A-01	e9591a15-7a26-458d-b46a-a9f873686530	TCGA-KN-8421-11A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	2ea84e23-6a0a-4c5d-9c70-d5355a85df35	TCGA-KM-8639	d3830f71-78a0-4ce5-954c-a22d13e2680b	TCGA-KM-8639-10A	68e47ea6-087c-475a-ac2c-a33b597e1f1d	TCGA-KM-8639-10A-01	3c7f2027-3523-4f09-bb0a-c5f17f78cecb	TCGA-KM-8639-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-KICH	2ea84e23-6a0a-4c5d-9c70-d5355a85df35	TCGA-KM-8639	d3830f71-78a0-4ce5-954c-a22d13e2680b	TCGA-KM-8639-10A	68e47ea6-087c-475a-ac2c-a33b597e1f1d	TCGA-KM-8639-10A-01	7705fedc-4d3f-4cb2-a5f0-d44946d38640	TCGA-KM-8639-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	2ea84e23-6a0a-4c5d-9c70-d5355a85df35	TCGA-KM-8639	e1d3ee37-402b-4727-8e27-b797d42f46ba	TCGA-KM-8639-01A	3d91511c-8ee1-4ddf-b1b2-99fc21be3423	TCGA-KM-8639-01A-11	0b8ee476-ddfd-43d2-878f-798be1f62926	TCGA-KM-8639-01A-11R	'--	'--	'--	RNA	R	'--	0.16	'--	'--	'--	'--	UV Spec	released	'--
TCGA-KICH	2ea84e23-6a0a-4c5d-9c70-d5355a85df35	TCGA-KM-8639	e1d3ee37-402b-4727-8e27-b797d42f46ba	TCGA-KM-8639-01A	3d91511c-8ee1-4ddf-b1b2-99fc21be3423	TCGA-KM-8639-01A-11	9d9a5f8b-227f-4b8c-8f6c-e5a50018a818	TCGA-KM-8639-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-KICH	2ea84e23-6a0a-4c5d-9c70-d5355a85df35	TCGA-KM-8639	e1d3ee37-402b-4727-8e27-b797d42f46ba	TCGA-KM-8639-01A	3d91511c-8ee1-4ddf-b1b2-99fc21be3423	TCGA-KM-8639-01A-11	b95a5e32-c002-4396-979e-38f33a68e2c6	TCGA-KM-8639-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	a122d361-835e-4cf2-850f-af7864aa112c	TCGA-KL-8346	9d387257-a798-4cab-9eab-1fa285d618a8	TCGA-KL-8346-11A	cbacc2b1-b924-4ba3-a713-ffbf81d9ebd8	TCGA-KL-8346-11A-01	2c77d5df-2e2d-47f8-95cb-eae13bd53af0	TCGA-KL-8346-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	a122d361-835e-4cf2-850f-af7864aa112c	TCGA-KL-8346	9d387257-a798-4cab-9eab-1fa285d618a8	TCGA-KL-8346-11A	cbacc2b1-b924-4ba3-a713-ffbf81d9ebd8	TCGA-KL-8346-11A-01	80a7efc6-3943-4a00-8709-83901bb168ca	TCGA-KL-8346-11A-01D	'--	'--	'--	DNA	D	'--	0.13	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	a122d361-835e-4cf2-850f-af7864aa112c	TCGA-KL-8346	abcf54fe-d93e-4c3b-acd0-757cdd6a3d3b	TCGA-KL-8346-01A	6562c428-76bb-463b-9302-f5d99e4d11e2	TCGA-KL-8346-01A-11	111550d6-5d50-40d7-be41-42fb69b9edbd	TCGA-KL-8346-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-KICH	a122d361-835e-4cf2-850f-af7864aa112c	TCGA-KL-8346	abcf54fe-d93e-4c3b-acd0-757cdd6a3d3b	TCGA-KL-8346-01A	6562c428-76bb-463b-9302-f5d99e4d11e2	TCGA-KL-8346-01A-11	56db8e19-a9f8-411c-9781-32aa1ba3589e	TCGA-KL-8346-01A-11R	'--	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
